treated,age,education,black,hispanic,married,re75,re78,group
0,31,12,1,0,0,0,7284.394,Exp control
0,22,12,1,0,0,2158.05,0,Exp control
0,28,14,1,0,0,6539.5371,3123.116,Exp control
0,35,10,1,0,0,0,445.8309,Exp control
0,20,12,1,0,0,0,0,Exp control
0,30,9,0,0,0,3141.917,1320.923,Exp control
0,25,11,1,0,0,0,0,Exp control
0,25,10,1,0,0,0,7367.04,Exp control
0,35,11,1,0,0,0,0,Exp control
0,22,8,1,0,0,6150.52,0,Exp control
0,21,12,1,0,0,449.04791,0,Exp control
0,20,10,1,0,0,0,2015.5031,Exp control
0,21,8,1,0,0,2237.208,1764.108,Exp control
0,25,9,0,1,0,0,15791.13,Exp control
0,24,10,0,1,0,3000.8379,5350.0381,Exp control
0,33,11,1,0,0,2899.8201,18859.891,Exp control
0,21,9,1,0,0,12357.22,0,Exp control
0,27,11,1,0,1,4491.8838,0,Exp control
0,27,10,1,0,0,0,1135.47,Exp control
0,20,11,0,1,0,0,6378.7202,Exp control
0,25,13,1,0,0,10240.36,10020.72,Exp control
0,18,11,1,0,0,645.27228,5497.5908,Exp control
0,26,11,1,0,0,0,7176.187,Exp control
0,38,8,1,0,0,0,0,Exp control
0,21,11,1,0,1,7652.1201,8396.6543,Exp control
0,34,11,1,0,0,8912.4844,5611.8662,Exp control
0,21,10,1,0,0,1162.3621,39483.531,Exp control
0,31,13,1,0,0,10393.61,7404.7622,Exp control
0,34,10,1,0,0,0,7952.54,Exp control
0,25,11,1,0,0,3649.769,0,Exp control
0,24,9,1,0,0,1275.356,8644.4268,Exp control
0,19,12,1,0,0,0,0,Exp control
0,32,8,1,0,0,0,7152.1318,Exp control
0,20,9,0,1,0,0,8329.8232,Exp control
0,23,10,1,0,0,0,0,Exp control
0,38,10,1,0,0,0,12429.91,Exp control
0,24,11,1,0,0,0,0,Exp control
0,19,10,0,1,0,1197.462,11223.72,Exp control
0,23,11,1,0,0,0,5088.7598,Exp control
0,20,7,0,1,0,0,4374.04,Exp control
0,25,10,1,0,1,9319.4443,0,Exp control
0,21,11,1,0,0,0,1553.291,Exp control
0,25,10,1,0,0,0,0,Exp control
0,22,11,1,0,1,0,1698.304,Exp control
0,29,9,0,1,0,16341.16,16900.301,Exp control
0,21,11,1,0,0,1862.889,11630.66,Exp control
0,21,7,1,0,0,0,11011.57,Exp control
0,23,11,1,0,0,0,0,Exp control
0,20,12,1,0,0,1371.473,20893.109,Exp control
0,21,11,0,1,0,8920.4707,20857.84,Exp control
0,26,12,1,0,0,7322.0371,4677.0488,Exp control
0,24,12,0,0,0,0,11294.63,Exp control
0,43,10,1,0,0,4128.4429,7565.2729,Exp control
0,31,11,1,0,0,1726.4449,0,Exp control
0,22,11,1,0,0,2707.3721,100.6998,Exp control
0,29,11,1,0,0,0,0,Exp control
0,24,11,1,0,0,0,14626.39,Exp control
0,22,9,1,0,0,0,12898.38,Exp control
0,19,11,1,0,0,8870.8789,7396.292,Exp control
0,28,11,1,0,0,0,5767.1328,Exp control
0,18,10,0,1,0,0,6527.9189,Exp control
0,18,9,1,0,0,2138.094,5767.7041,Exp control
0,26,10,1,0,0,0,3931.238,Exp control
0,25,10,1,0,0,0,20942.24,Exp control
0,26,12,1,0,0,8479.5928,10820.55,Exp control
0,23,11,1,0,0,29897.189,23483.449,Exp control
0,20,8,0,1,0,1124.801,11731.2,Exp control
0,24,10,1,0,0,0,0,Exp control
0,27,13,1,0,0,8797.3477,1653.481,Exp control
0,26,5,1,0,0,0,0,Exp control
0,37,10,1,0,0,8606.7432,0,Exp control
0,36,10,1,0,0,0,14690.35,Exp control
0,22,11,1,0,0,0,0,Exp control
0,22,9,1,0,0,506.40759,604.19873,Exp control
0,25,12,1,0,0,0,3418.0969,Exp control
0,22,10,1,0,0,1765.676,0,Exp control
0,27,11,1,0,0,0,11197.34,Exp control
0,29,8,1,0,0,0,0,Exp control
0,18,9,1,0,0,2006.629,6546.0098,Exp control
0,24,12,1,0,0,0,0,Exp control
0,27,9,0,1,0,1596.762,6723.4141,Exp control
0,19,9,1,0,0,902.45648,1914.4139,Exp control
0,22,10,1,0,0,0,0,Exp control
0,29,12,1,0,0,1359.347,132.75999,Exp control
0,30,11,1,0,1,9311.9385,3982.801,Exp control
0,22,7,1,0,0,13503.77,11607.09,Exp control
0,24,7,1,0,0,0,1455.6899,Exp control
0,29,14,1,0,0,3357.1851,7226.0488,Exp control
0,29,12,1,0,0,0,1890.937,Exp control
0,22,11,1,0,0,1321.66,2639.29,Exp control
0,25,11,0,1,1,0,4485.6162,Exp control
0,30,12,1,0,0,0,13613.35,Exp control
0,22,8,1,0,0,0,1390.509,Exp control
0,55,3,1,0,0,0,5843.7959,Exp control
0,35,10,1,0,0,9902.7627,9453.8271,Exp control
0,20,10,1,0,0,0,8598.5225,Exp control
0,29,9,1,0,0,1203.824,9378.6533,Exp control
0,20,11,1,0,0,3470.3889,7896.707,Exp control
0,27,9,1,0,0,2129.0161,0,Exp control
0,28,10,1,0,1,6449.48,16988.18,Exp control
0,20,11,1,0,0,2531.311,0,Exp control
0,26,14,1,0,1,2025.566,0,Exp control
0,19,8,0,1,0,1087.803,2987.1011,Exp control
0,34,11,1,0,0,0,2920.199,Exp control
0,22,12,1,0,0,0,0,Exp control
0,32,12,0,1,1,0,6735.3198,Exp control
0,19,11,1,0,0,1868.021,0,Exp control
0,31,10,1,0,0,0,0,Exp control
0,18,9,1,0,0,0,0,Exp control
0,28,10,1,0,0,4479.5869,128.672,Exp control
0,32,12,1,0,0,12419.18,10673.7,Exp control
0,50,10,0,1,0,0,0,Exp control
0,20,12,1,0,0,591.81512,4159.9189,Exp control
0,25,11,1,0,1,0,44.755459,Exp control
0,23,10,1,0,1,0,0,Exp control
0,21,14,1,0,0,5926.7949,29408.039,Exp control
0,38,10,1,0,0,0,0,Exp control
0,25,7,0,1,0,1177.118,9722.3486,Exp control
0,25,10,1,0,1,0,3701.812,Exp control
0,29,12,1,0,0,2080.209,16969.949,Exp control
0,42,10,1,0,0,0,6930.3359,Exp control
0,39,12,1,0,1,0,3795.7991,Exp control
0,27,11,1,0,1,20035.26,9074.7637,Exp control
0,34,13,1,0,1,0,5193.2471,Exp control
0,25,11,1,0,1,3266.406,479.2677,Exp control
0,28,10,1,0,0,10068.4,0,Exp control
0,24,7,1,0,0,0,2193.5281,Exp control
0,32,11,1,0,0,0,11120.53,Exp control
0,27,13,1,0,0,0,7609.5181,Exp control
0,20,12,1,0,0,4932.2148,6086.9658,Exp control
0,29,13,1,0,0,2265.5791,2725.322,Exp control
0,26,10,1,0,0,0,2169.0271,Exp control
0,44,11,1,0,0,0,0,Exp control
0,24,9,1,0,0,4118.6812,597.41998,Exp control
0,28,10,0,0,1,6346.1929,6793.0771,Exp control
0,24,11,1,0,0,1327.993,9495.9023,Exp control
0,25,11,1,0,0,0,1264.2321,Exp control
0,25,8,1,0,1,515.82739,14281.31,Exp control
0,23,11,1,0,0,5716.4072,10274.84,Exp control
0,20,11,1,0,0,1650.4611,278.87509,Exp control
0,24,12,1,0,0,8100.5332,11235.11,Exp control
0,20,11,0,0,1,8159.5068,6336.7832,Exp control
0,25,12,1,0,0,0,0,Exp control
0,28,11,1,0,0,863.47949,0,Exp control
0,28,12,1,0,1,0,0,Exp control
0,21,12,0,0,0,5440.8149,11544.01,Exp control
0,24,11,0,0,0,1468.3831,10361.69,Exp control
0,32,10,1,0,0,0,0,Exp control
0,21,10,1,0,1,1785.1801,6831.106,Exp control
0,21,8,1,0,0,6608.3042,3083.5811,Exp control
0,25,10,1,0,1,11696.37,11127.28,Exp control
0,22,10,0,0,1,23031.98,5448.8008,Exp control
0,22,10,1,0,0,0,0,Exp control
0,19,9,1,0,0,0,5712.6431,Exp control
0,31,10,1,0,1,0,0,Exp control
0,23,11,1,0,0,0,0,Exp control
0,22,11,1,0,0,875.26147,9139.6523,Exp control
0,33,11,1,0,0,0,0,Exp control
0,27,10,1,0,0,0,1184.882,Exp control
0,29,11,1,0,1,0,10225.88,Exp control
0,38,10,1,0,1,14701.95,4393.5229,Exp control
0,20,6,1,0,0,2850.6101,0,Exp control
0,23,10,1,0,0,0,0,Exp control
0,29,11,1,0,0,3256.165,3290.293,Exp control
0,26,9,1,0,0,6955.0542,11856.88,Exp control
0,25,9,1,0,1,0,4715.3711,Exp control
0,24,11,1,0,0,13370.58,19533.881,Exp control
0,25,10,1,0,0,0,289.78989,Exp control
0,23,11,0,0,0,19995.641,12896.22,Exp control
0,25,13,1,0,0,3751.0481,1672.776,Exp control
0,20,9,1,0,0,9164.4492,8924.3945,Exp control
0,25,11,1,0,0,3072.7261,284.65839,Exp control
0,29,12,0,0,0,12205.14,16328.96,Exp control
0,25,9,1,0,1,16946.631,7343.9639,Exp control
0,23,11,1,0,0,580.7901,0,Exp control
0,44,9,1,0,1,10857.24,12359.31,Exp control
0,22,12,1,0,1,9352.1992,8072.1812,Exp control
0,20,11,0,0,0,1159.131,0,Exp control
0,36,11,1,0,0,7311.561,0,Exp control
0,24,10,1,0,0,0,0,Exp control
0,28,8,0,0,0,0,8190.4209,Exp control
0,39,11,1,0,0,83.689636,0,Exp control
0,27,12,0,1,0,24276.971,15762.88,Exp control
0,31,10,1,0,0,520.44629,14527.88,Exp control
0,26,6,1,0,0,0,4813.0498,Exp control
0,30,11,1,0,1,24105.391,7263.0249,Exp control
0,31,8,1,0,0,4577.6802,6153.8301,Exp control
0,26,8,1,0,0,5562.5981,3523.5779,Exp control
0,26,10,1,0,1,9107.4307,12659.58,Exp control
0,24,12,1,0,0,159.8847,0,Exp control
0,25,11,1,0,0,2455.0669,8764.1484,Exp control
0,29,9,1,0,0,9160.6934,0,Exp control
0,30,14,1,0,1,0,7344.6782,Exp control
0,25,10,1,0,1,0,0,Exp control
0,41,12,1,0,0,9818.4668,0,Exp control
0,29,11,1,0,1,0,0,Exp control
0,25,12,1,0,1,0,0,Exp control
0,28,13,1,0,0,0,0,Exp control
0,23,11,1,0,0,0,4350.9072,Exp control
0,54,11,1,0,0,0,7812.522,Exp control
0,33,5,0,1,0,0,0,Exp control
0,31,12,0,0,0,494.64301,0,Exp control
0,34,12,1,0,0,4087.2141,5670.8198,Exp control
0,50,8,1,0,1,5630.0498,8997.1934,Exp control
0,31,11,1,0,0,7505.2129,308.33521,Exp control
0,36,12,0,1,0,11491.95,4978.501,Exp control
0,20,8,1,0,0,0,3644.655,Exp control
0,24,12,0,0,1,24294.75,665.73743,Exp control
0,23,12,0,1,0,8960.6836,7078.1782,Exp control
0,26,13,0,0,0,5395.1191,9766.2002,Exp control
0,28,11,0,0,0,3200.9121,7645.0552,Exp control
0,45,9,1,0,0,0,4844.8032,Exp control
0,23,10,1,0,1,9854.1533,0,Exp control
0,28,11,1,0,0,13371.25,0,Exp control
0,26,11,1,0,1,4184.7319,0,Exp control
0,22,10,1,0,0,2174.9551,5344.021,Exp control
0,27,13,0,0,0,474.5018,4812.5762,Exp control
0,27,12,0,1,0,2677.771,17395.17,Exp control
0,39,6,1,0,0,0,0,Exp control
0,25,11,1,0,0,0,0,Exp control
0,31,11,1,0,0,18291.41,0,Exp control
0,22,12,1,0,0,2003.6801,439.68811,Exp control
0,22,10,1,0,0,13732.98,10770.96,Exp control
0,28,10,1,0,0,367.82339,4858.895,Exp control
0,31,11,1,0,0,6382.5869,0,Exp control
0,27,10,1,0,1,11280.71,0,Exp control
0,28,11,1,0,1,5393.895,4974.5859,Exp control
0,26,12,1,0,0,0,0,Exp control
0,27,12,1,0,0,32984.25,10833.34,Exp control
0,27,12,0,0,0,5035.4438,0,Exp control
0,36,12,1,0,0,142.39729,0,Exp control
0,26,8,1,0,1,4084.2581,0,Exp control
0,23,9,1,0,1,19289.85,7600.104,Exp control
0,23,10,1,0,0,0,0,Exp control
0,31,12,1,0,0,5613.9092,0,Exp control
0,36,7,1,0,0,1606.662,20780.65,Exp control
0,39,12,1,0,1,6608.1372,499.2572,Exp control
0,35,11,1,0,1,8720.9053,0,Exp control
0,21,9,0,0,0,1577.167,1740.199,Exp control
0,36,11,0,1,0,3063.8779,1324.542,Exp control
0,27,12,0,0,0,0,14792.9,Exp control
0,26,11,1,0,0,1174.991,6672.021,Exp control
0,28,9,1,0,1,9210.4473,1239.844,Exp control
0,33,9,0,1,1,0,0,Exp control
0,28,11,1,0,1,10033.91,0,Exp control
0,22,11,1,0,0,6974.4839,3708.719,Exp control
0,25,11,1,0,0,4284.4292,4116.7021,Exp control
0,25,10,1,0,1,0,0,Exp control
0,27,11,1,0,0,766.29858,0,Exp control
0,26,8,0,0,1,36941.27,30247.5,Exp control
0,28,12,1,0,1,5551.4561,12780.02,Exp control
0,25,10,0,0,0,8140.4019,3412.9551,Exp control
0,22,10,0,0,0,10598.67,7094.9199,Exp control
0,23,8,1,0,0,0,3746.7009,Exp control
0,20,12,0,0,0,3104.8149,12573.97,Exp control
0,19,11,1,0,0,3285.6799,11195.93,Exp control
0,17,9,0,1,0,671.22711,4209.5791,Exp control
0,19,11,1,0,0,5160.2588,0,Exp control
0,18,11,1,0,0,4152.6089,4164.7671,Exp control
0,17,10,0,1,0,1239.6281,5088.9858,Exp control
0,20,11,1,0,0,3248.937,6027.6392,Exp control
0,18,8,1,0,0,0,1568.15,Exp control
0,20,10,1,0,0,3677.5879,557.74988,Exp control
0,18,11,1,0,0,2041.363,796.55902,Exp control
0,19,10,0,1,0,2275.3679,4335.1592,Exp control
0,17,8,1,0,0,0,7010.4438,Exp control
0,17,10,0,1,0,1734.559,6354.1938,Exp control
0,18,10,1,0,0,2682.125,0,Exp control
0,18,10,1,0,0,240.1067,2891.668,Exp control
0,19,11,0,1,1,308.21921,0,Exp control
0,18,11,1,0,0,8784.2373,1824.377,Exp control
0,19,11,1,0,0,1615.901,8823.0586,Exp control
0,19,10,1,0,0,963.99707,7047.0801,Exp control
0,19,9,0,1,0,0,3811.6831,Exp control
0,18,10,1,0,0,1642.365,0,Exp control
0,18,10,1,0,0,0,9602.4395,Exp control
0,17,11,1,0,0,3796.0291,0,Exp control
0,18,6,0,1,0,6142.6812,3825.3081,Exp control
0,19,11,1,0,0,2445.5891,9772.2832,Exp control
0,18,8,0,1,0,0,10798.56,Exp control
0,18,11,1,0,0,0,4657.2729,Exp control
0,17,11,1,0,0,0,8551.5332,Exp control
0,19,10,1,0,0,0,4309.8779,Exp control
0,19,10,1,0,0,0,5286.396,Exp control
0,18,9,1,0,0,0,12486.17,Exp control
0,18,10,1,0,0,2285.03,3268.938,Exp control
0,18,11,1,0,0,2292.1709,4994.2271,Exp control
0,18,10,1,0,0,273.55249,5514.3652,Exp control
0,18,9,0,1,0,2684.9099,2978.6689,Exp control
0,18,9,1,0,0,0,10877.35,Exp control
0,18,12,1,0,0,1405.512,0,Exp control
0,18,9,0,1,0,1646.51,1065.672,Exp control
0,19,11,1,0,0,393.8598,2481.5181,Exp control
0,18,7,0,1,1,2672.2019,6330.8882,Exp control
0,19,11,0,0,0,823.25439,2649.5991,Exp control
0,18,8,0,1,0,2483.8521,11135.53,Exp control
0,17,8,1,0,0,1178.219,14380.17,Exp control
0,18,10,1,0,0,0,202.2847,Exp control
0,17,10,1,0,0,1726.439,11061.62,Exp control
0,17,10,1,0,0,664.56897,0,Exp control
0,20,10,1,0,0,690.19202,10864.88,Exp control
0,18,10,1,0,0,1428.144,11602.94,Exp control
0,19,11,1,0,0,705.19641,0,Exp control
0,17,10,1,0,0,0,2657.7051,Exp control
0,18,7,1,0,0,0,4132.5771,Exp control
0,18,11,1,0,0,0,11303.14,Exp control
0,20,9,1,0,0,2483.8521,0,Exp control
0,19,10,0,1,0,0,0,Exp control
0,18,9,1,0,0,0,0,Exp control
0,17,10,1,0,0,0,0,Exp control
0,17,11,1,0,0,1156.797,6365.0308,Exp control
0,17,10,1,0,0,0,2189.426,Exp control
0,18,9,1,0,0,490.46561,3480.8469,Exp control
0,19,11,1,0,0,0,0,Exp control
0,17,8,0,0,0,0,10210.99,Exp control
0,18,10,1,0,0,0,11048.08,Exp control
0,18,9,1,0,0,0,0,Exp control
0,17,9,1,0,0,2595.2671,0,Exp control
0,17,8,1,0,0,0,8993.8652,Exp control
0,17,8,1,0,0,2036.79,0,Exp control
0,19,9,0,1,0,2750.8411,15581.44,Exp control
0,17,9,1,0,0,620.96271,18085.73,Exp control
0,19,10,1,0,0,1428.144,4687.937,Exp control
0,19,6,0,1,0,0,5071.8008,Exp control
0,20,11,1,0,0,1633.202,1310.7271,Exp control
0,19,10,0,0,0,0,3194.01,Exp control
0,17,11,0,0,0,0,0,Exp control
0,18,9,0,0,0,559.59601,7300.498,Exp control
0,20,11,1,0,0,7666.875,7659.2178,Exp control
0,20,10,1,0,0,2856.2871,18347.26,Exp control
0,20,9,1,0,0,0,5193.0889,Exp control
0,19,9,1,0,0,2642.0669,2652.625,Exp control
0,18,10,1,0,0,2456.9939,13674.75,Exp control
0,19,11,1,0,0,4503.064,0,Exp control
0,17,9,1,0,0,0,0,Exp control
0,18,9,1,0,0,1413.863,3475.52,Exp control
0,17,11,1,0,0,165.2077,4251.127,Exp control
0,17,10,1,0,0,0,275.5661,Exp control
0,19,10,1,0,0,604.15387,0,Exp control
0,17,10,0,1,0,1168.902,11306.27,Exp control
0,20,9,1,0,0,9691.0332,8562.6025,Exp control
0,17,9,1,0,0,0,3590.7019,Exp control
0,19,11,1,0,0,0,0,Exp control
0,17,10,0,0,0,2465.613,4211.6621,Exp control
0,19,10,1,0,1,0,12797.67,Exp control
0,20,9,1,0,0,0,2035.9139,Exp control
0,18,11,1,0,0,1170.327,604.2287,Exp control
0,18,10,0,1,1,1922.625,4768.354,Exp control
0,18,9,1,0,0,0,2389.679,Exp control
0,18,11,1,0,0,0,0,Exp control
0,20,10,1,0,0,2749.9771,6867.7412,Exp control
0,17,10,0,1,0,0,8469.2754,Exp control
0,19,11,1,0,0,0,0,Exp control
0,19,9,1,0,0,1537.929,4188.7358,Exp control
0,17,10,1,0,0,0,1143.387,Exp control
0,20,11,1,0,0,8012.085,18155.83,Exp control
0,17,8,1,0,0,768.81018,3020.948,Exp control
0,18,8,0,0,0,1345.9091,1725.592,Exp control
0,20,10,1,0,0,825.2301,0,Exp control
0,17,9,0,1,0,0,5114.814,Exp control
0,17,9,1,0,0,1206.441,0,Exp control
0,19,11,1,0,0,0,0,Exp control
0,18,10,1,0,0,0,781.2243,Exp control
